dataset,model,seed,rate,accuracy,recall_g0,recall_g1,masking_gap,exploratory
German Credit,XGB,21,0.1,0.713333,0.732143,0.805195,0.009048,True
German Credit,XGB,21,0.2,0.696667,0.714286,0.792208,0.010238,True
German Credit,LGB,21,0.0,0.746667,0.839286,0.863636,0.0,True
German Credit,LGB,21,0.05,0.746667,0.821429,0.857143,0.017857,True
German Credit,LGB,21,0.1,0.736667,0.839286,0.831169,-0.01,True
German Credit,LGB,21,0.2,0.71,0.767857,0.805195,0.034762,True
German Credit,MLP,21,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,21,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,21,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,21,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,37,0.0,0.683333,0.914286,0.835714,0.0,True
German Credit,LR,37,0.05,0.693333,0.928571,0.857143,-0.004286,True
German Credit,LR,37,0.1,0.683333,0.928571,0.857143,-0.014286,True
German Credit,LR,37,0.2,0.693333,0.928571,0.857143,-0.004286,True
German Credit,RF,37,0.0,0.76,0.9,0.878571,0.0,True
German Credit,RF,37,0.05,0.756667,0.914286,0.864286,-0.017619,True
German Credit,RF,37,0.1,0.753333,0.914286,0.828571,-0.020952,True
German Credit,RF,37,0.2,0.74,0.871429,0.814286,0.008571,True
German Credit,XGB,37,0.0,0.753333,0.871429,0.85,0.0,True
German Credit,XGB,37,0.05,0.723333,0.9,0.792857,-0.058571,True
German Credit,XGB,37,0.1,0.723333,0.885714,0.764286,-0.044286,True
German Credit,XGB,37,0.2,0.693333,0.828571,0.728571,-0.017143,True
German Credit,LGB,37,0.0,0.743333,0.871429,0.842857,0.0,True
German Credit,LGB,37,0.05,0.73,0.885714,0.807143,-0.027619,True
German Credit,LGB,37,0.1,0.726667,0.885714,0.764286,-0.030952,True
German Credit,LGB,37,0.2,0.686667,0.785714,0.721429,0.029048,True
German Credit,MLP,37,0.0,0.693333,1.0,0.985714,0.0,True
German Credit,MLP,37,0.05,0.696667,1.0,0.992857,0.003333,True
German Credit,MLP,37,0.1,0.7,1.0,1.0,0.006667,True
German Credit,MLP,37,0.2,0.7,1.0,1.0,0.006667,True
German Credit,LR,55,0.0,0.72,0.947368,0.888889,0.0,True
German Credit,LR,55,0.05,0.72,0.947368,0.888889,0.0,True
German Credit,LR,55,0.1,0.703333,0.947368,0.888889,-0.016667,True
German Credit,LR,55,0.2,0.716667,0.964912,0.908497,-0.020877,True
German Credit,RF,55,0.0,0.776667,0.947368,0.921569,0.0,True
German Credit,RF,55,0.05,0.766667,0.947368,0.908497,-0.01,True
German Credit,RF,55,0.1,0.756667,0.964912,0.915033,-0.037544,True
German Credit,RF,55,0.2,0.726667,0.929825,0.895425,-0.032456,True
German Credit,XGB,55,0.0,0.77,0.964912,0.869281,0.0,True
German Credit,XGB,55,0.05,0.776667,0.964912,0.882353,0.006667,True
German Credit,XGB,55,0.1,0.773333,0.912281,0.888889,0.055965,True
German Credit,XGB,55,0.2,0.746667,0.859649,0.862745,0.08193,True
German Credit,LGB,55,0.0,0.766667,0.964912,0.869281,0.0,True
German Credit,LGB,55,0.05,0.763333,0.947368,0.862745,0.014211,True
German Credit,LGB,55,0.1,0.76,0.912281,0.875817,0.045965,True
German Credit,LGB,55,0.2,0.743333,0.894737,0.875817,0.046842,True
German Credit,MLP,55,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,55,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,55,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,55,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,99,0.0,0.683333,0.936508,0.863946,0.0,True
German Credit,LR,99,0.05,0.696667,0.936508,0.870748,0.013333,True
German Credit,LR,99,0.1,0.71,0.936508,0.884354,0.026667,True
German Credit,LR,99,0.2,0.696667,0.936508,0.870748,0.013333,True
German Credit,RF,99,0.0,0.786667,0.936508,0.931973,0.0,True
German Credit,RF,99,0.05,0.776667,0.920635,0.918367,0.005873,True
German Credit,RF,99,0.1,0.763333,0.904762,0.904762,0.008413,True
German Credit,RF,99,0.2,0.733333,0.857143,0.877551,0.026032,True
German Credit,XGB,99,0.0,0.756667,0.952381,0.836735,0.0,True
German Credit,XGB,99,0.05,0.74,0.936508,0.823129,-0.000794,True
German Credit,XGB,99,0.1,0.736667,0.904762,0.816327,0.027619,True
German Credit,XGB,99,0.2,0.703333,0.873016,0.782313,0.026032,True
German Credit,LGB,99,0.0,0.75,0.888889,0.884354,0.0,True
German Credit,LGB,99,0.05,0.746667,0.857143,0.891156,0.028413,True
German Credit,LGB,99,0.1,0.76,0.873016,0.884354,0.025873,True
German Credit,LGB,99,0.2,0.743333,0.84127,0.877551,0.040952,True
German Credit,MLP,99,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,99,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,99,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,99,0.2,0.7,1.0,1.0,0.0,True
